Country Name	Country Code	Time	Time Code	GDP (constant 2010 US$) [NY.GDP.MKTP.KD]	GDP growth (annual %) [NY.GDP.MKTP.KD.ZG]	GNI (constant 2010 US$) [NY.GNP.MKTP.KD]	GNI growth (annual %) [NY.GNP.MKTP.KD.ZG]	"Population, total [SP.POP.TOTL]"	Population growth (annual %) [SP.POP.GROW]	"Manufacturing, value added (constant 2010 US$) [NV.IND.MANF.KD]"	Medium and high-tech Industry (including construction) (% manufacturing value added) [NV.MNF.TECH.ZS.UN]	Households and NPISHs Final consumption expenditure (constant 2010 US$) [NE.CON.PRVT.KD]	Broad money (% of GDP) [FM.LBL.BMNY.GD.ZS]	"Official exchange rate (LCU per US$, period average) [PA.NUS.FCRF]"	Consumer price index (2010 = 100) [FP.CPI.TOTL]	"Unemployment, total (% of total labor force) (national estimate) [SL.UEM.TOTL.NE.ZS]"	Total greenhouse gas emissions (kt of CO2 equivalent) [EN.ATM.GHGT.KT.CE]	Lending interest rate (%) [FR.INR.LEND]	"Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]"	"Death rate, crude (per 1,000 people) [SP.DYN.CDRT.IN]"	"Birth rate, crude (per 1,000 people) [SP.DYN.CBRT.IN]"	"Net trade in goods and services (BoP, current US$) [BN.GSR.GNFS.CD]"	Military expenditure (% of central government expenditure) [MS.MIL.XPND.ZS]	Final consumption expenditure (constant 2010 US$) [NE.CON.TOTL.KD]
Cote d'Ivoire	CIV	2005	YR2005	22300767039	1.721247367	..	..	18336303	1.863678193	..	14.98979586	..	19.2693236	527.4681428	88.10644594	..	26282.736	7.049166667	..	16.245	39.355	1155251039	7.781788725	..
Cote d'Ivoire	CIV	2015	YR2015	33963218674	8.842865442	32950660333	8.260249462	23108472	2.529163078	3784189248	14.98979586	22893634515	36.17051762	591.4495075	110.8840563	..	..	5.154166667	..	12.539	37.099	1150007813	7.537706205	26415245162
Cameroon	CMR	1990	YR1990	15811240758	-6.105697646	15207058879	-8.200593697	11715218	2.972041707	2581551095	5.955785232	8718781406	21.23368527	272.264788	46.949945	..	97554.79	16.25	..	14.773	44.693	32358205.65	..	10320634345
Cameroon	CMR	2005	YR2005	22022574644	2.020662307	21424184419	1.577906348	17420795	2.686116501	3049680872	10.5428645	15701307046	15.10617298	527.4681428	85.74960405	4.400000095	160728	17.66666667	..	13.194	40.708	-111419051.2	9.205223203	17597944665
Cameroon	CMR	2015	YR2015	33558475340	5.651463744	33082565130	5.040725369	22834522	2.638536081	4460854073	7.611958329	23273514878	20.60299315	591.4495075	112.8675036	..	..	..	..	10.348	36.837	-1052970766	6.038934598	27071049929
"Congo, Dem. Rep."	COD	1990	YR1990	24302307020	-6.568310695	..	..	34614581	3.376171506	12422681092	..	..	12.88968464	2.39E-09	4.13E-10	..	1376921.73	..	..	16.657	46.082	..	..	..
"Congo, Dem. Rep."	COD	2005	YR2005	16466585540	6.135151155	15808221114	4.762646521	54751476	3.186701822	3873753288	..	12794232234	4.53035061	473.9080083	58.56677694	2.849100113	794528.22	..	..	13.573	45.701	-1113600000	15.74113541	13705528065
"Congo, Dem. Rep."	COD	2015	YR2015	31338079629	6.91618781	28827280377	8.796817278	76196619	3.300416414	5155551447	..	21328827279	12.29034937	925.9849613	130.0965343	..	..	19.37083333	..	10.187	42.809	-2308129161	8.076735154	24609172777
"Congo, Rep."	COG	1990	YR1990	6621207023	1.000003567	7341034079	-4.847395708	2440457	2.718451095	231404435.9	3.203292047	1191991673	21.43188976	272.264788	35.96021939	..	63552.8404	14.375	..	11.948	38.308	206049414	..	1771117542
"Congo, Rep."	COG	2005	YR2005	9307922524	7.755758978	5618164175	-15.02512928	3718243	3.080770625	323092986	13.14111878	2580785982	13.13620083	527.4681428	78.94107204	19.79560089	38914.474	17.66666667	..	12.382	39.285	2243168646	6.861640555	3735324732
"Congo, Rep."	COG	2015	YR2015	14614906845	2.646485877	19317406141	31.66780328	4995648	2.524714384	697913595.6	2.415318415	4004030118	44.13835488	591.4495075	118.5317254	..	..	..	..	7.556	35.234	-4424260336	..	6092665031
Colombia	COL	1990	YR1990	1.48E+11	6.042038478	1.41E+11	6.238839064	34271565	1.906269914	31676496399	24.3056652	99196211860	28.64957014	502.25925	9.399331703	..	174396.943	45.24916667	..	6.158	26.401	1821000000	9.100718692	1.09E+11
Colombia	COL	2005	YR2005	2.30E+11	4.706555934	2.22E+11	4.521858546	43285634	1.305616326	32568164628	20.91565163	1.44E+11	30.71026408	2320.834177	79.67128719	11.86999989	150617.798	14.56083333	92.84866333	5.565	19.078	-708829178.5	13.03851198	1.82E+11
Colombia	COL	2015	YR2015	3.59E+11	3.052016573	3.53E+11	4.658804236	48228697	0.90978181	39816447347	20.93503079	2.22E+11	49.32118808	2741.880855	117.5883735	8.298999786	..	11.44998726	94.24504852	5.942	15.479	-18255035007	10.50981153	2.86E+11
Comoros	COM	1990	YR1990	358600873	5.091392685	..	4.125093685	411594	2.949330295	15734520.67	..	..	22.75464935	272.2624808	..	..	294.3718926	..	..	11.508	42.558	-54355634.89	..	..
Comoros	COM	2005	YR2005	490117180.1	2.837407764	488031687.2	2.987582043	611627	2.382366955	21023296.72	..	523676714	24.55397397	395.6011071	84.41368963	..	480.84327	11	..	9.099	36.317	-81278801	..	557827074
Comoros	COM	2015	YR2015	598210181.1	1.015118459	..	..	777424	2.347699491	..	..	..	45.33453535	443.5871306	..	..	..	10.5	..	7.49	33.334	..	..	..
Cabo Verde	CPV	1990	YR1990	321985896.5	0.692171874	..	..	341883	1.97889385	..	30.6	..	33.92381211	70.03133333	48.0521844	23	208.23803	..	62.79685974	8.432	40.117	-92109341.53	..	..
Cabo Verde	CPV	2005	YR2005	1252563900	6.912457988	..	..	474567	1.465272	75150629.29	27.1	..	83.99267265	88.64616853	82.57625825	..	362.75683	..	..	5.457	25.547	-288058799.9	1.936060671	..
Cabo Verde	CPV	2015	YR2015	1791765401	1.006863728	1724772216	2.301757746	532913	1.222651753	111199659.9	27.1	1177070920	98.88484199	99.38569354	108.6245263	36.45830154	..	10.40582256	86.79029083	5.606	21.144	-245640996	1.777506161	1517374132
Costa Rica	CRI	1990	YR1990	15206147661	3.904917795	..	6.453112784	3095995	2.519859572	3133432584	15.18212926	10682277794	33.03687118	91.57929167	8.554415974	4.511000156	8593.78662	32.55666667	..	4.015	26.615	-383200000	0	14038871907
Costa Rica	CRI	2005	YR2005	29539652853	3.870873066	..	..	4247841	1.441729115	5272569143	16.71308862	19227938658	53.13095385	477.7867415	63.4720744	6.571000099	10095.2385	24.65583333	..	4.265	17.054	-360655999.1	0	24285831402
Costa Rica	CRI	2015	YR2015	44693802322	3.631690989	42735002131	3.199561717	4807852	1.051233008	5494783548	23.06357928	30820519664	52.18466109	534.56577	121.5076874	..	..	14.23333333	..	4.882	14.525	1558623.964	0	37649499057
Caribbean small states	CSS	1990	YR1990	36863958847	1.262895961	..	..	6021614	0.697452318	4087822987	..	..	51.67712344	..	..	..	43058.14766	..	..	7.309723533	24.76033474	..	..	..
Caribbean small states	CSS	2005	YR2005	57870856117	3.708184363	..	..	6761932	0.678327425	4063035651	..	..	58.16654541	..	..	10.38823332	72532.63525	..	89.55313	7.449333499	18.62004776	..	..	..
Caribbean small states	CSS	2015	YR2015	66474404754	1.209958924	..	..	7204948	0.590128358	3737169432	..	..	65.73381327	..	..	10.30803917	..	..	..	7.625619283	16.68767313	..	..	..
Cuba	CUB	1990	YR1990	44719281449	-2.948564945	43674856795	-3.585653349	10582081	0.907252508	8091670860	..	26862187037	..	..	..	..	57043.9724	..	..	6.997	16.789	..	..	40850530955
Cuba	CUB	2005	YR2005	49481477439	11.20165656	48741185827	11.47731711	11284253	0.153535138	7710270808	..	25126047153	..	..	..	1.950000048	45763.451	..	..	7.032	11.43	..	..	42675296380
Cuba	CUB	2015	YR2015	73868701308	4.438333589	..	..	11461432	0.189204124	10573374452	..	40013643083	..	..	..	..	..	..	..	7.898	10.966	..	..	62875976465
Curacao	CUW	1990	YR1990	..	..	..	..	145400	-1.051535839	..	..	..	..	..	..	..	..	..	..	..	..	..	..	..
Curacao	CUW	2005	YR2005	..	..	..	..	137658	2.550073807	..	..	..	..	..	84.23823655	..	..	..	..	..	..	..	..	..
Curacao	CUW	2015	YR2015	..	..	..	..	157980	1.319593903	..	..	..	..	1.79	108.0803471	11.71000004	..	..	..	8.8	11.9	-475363128.5	..	..
Cayman Islands	CYM	1990	YR1990	..	..	..	..	25010	5.059907635	..	..	..	..	0.83333	..	..	297.396063	..	..	..	..	..	..	..
Cayman Islands	CYM	2005	YR2005	..	..	..	..	48622	2.758694975	..	..	..	..	0.83333	..	3.539999962	..	..	..	..	..	..	..	..
Cayman Islands	CYM	2015	YR2015	..	..	..	..	59963	1.327924831	..	..	..	..	..	103.5896018	4.239999771	..	..	..	2.8	10.7	..	..	..
Cyprus	CYP	1990	YR1990	12268873771	7.403999506	12478543129	7.413779491	766614	2.051917664	1364788851	9.513585379	6164481482	..	0.458079917	53.17824005	1.799999952	5130.35771	..	..	6.988	19.049	-223105175.1	..	8424459458
Cyprus	CYP	2005	YR2005	22574052491	3.724317726	21839085707	3.543610806	1027658	1.692623778	1400510563	4.830332463	13825477179	..	0.464070507	88.60322078	..	8911.6747	7.0925	..	6.788	11.821	-451175390.1	5.133435322	17576999346
Cyprus	CYP	2015	YR2015	23512930619	1.97906359	23665679700	6.528137214	1160985	0.750102726	962876678.6	22.7083019	15834245942	..	..	101.72853	14.90839958	..	..	..	6.842	10.984	160078006.6	4.163638924	19758280423
Czech Republic	CZE	1990	YR1990	1.45E+11	..	..	..	10333355	-0.267830773	..	30.0828827	70552115843	..	..	..	0.699999988	196206.7838	..	..	12.5	12.6	..	..	1.09E+11
Czech Republic	CZE	2005	YR2005	1.84E+11	6.533468806	1.75E+11	6.710152451	10211216	0.13832598	32252640949	41.04963204	90927022109	55.58013324	23.95741667	86.97366063	..	147551.436	5.776666667	..	10.6	10	2898065161	4.289852987	1.32E+11
Czech Republic	CZE	2015	YR2015	2.25E+11	5.309238519	2.10E+11	5.572603238	10546059	0.196588748	50930006676	50.50889418	1.07E+11	78.234525	24.59875	107.4807382	5.04640007	..	4.282533329	..	10.5	10.5	10817023016	2.284660221	1.50E+11
Germany	DEU	1990	YR1990	2.57E+12	5.255006086	2.61E+12	5.344100929	79433029	0.861969449	..	51.72300085	1.50E+12	..	1.615733333	67.47511126	4.890299797	1256074.03	11.5925	..	11.6	11.4	45835582097	..	1.96E+12
Germany	DEU	2005	YR2005	3.21E+12	0.706713948	3.24E+12	0.889426152	82469422	-0.056778262	6.43E+11	57.12254012	1.87E+12	..	..	92.45770481	..	981287.6843	..	..	10.1	8.3	1.46E+11	2.878648051	2.46E+12
Germany	DEU	2015	YR2015	3.71E+12	1.743205394	3.78E+12	1.633191448	81686611	0.865702644	7.81E+11	61.39603786	2.03E+12	..	..	106.900575	4.624199867	..	..	..	11.3	9	2.71E+11	2.689317494	2.74E+12
Djibouti	DJI	1990	YR1990	..	..	..	..	590398	4.598379808	..	..	..	73.17491871	177.721	..	..	1821.59311	..	..	10.72	39.777	..	16.22224178	..
Djibouti	DJI	2005	YR2005	..	..	..	..	783254	1.609037511	..	..	..	77.59286798	177.721	77.80044294	..	2160.03724	..	..	9.859	28.156	-73238390.51	17.18366643	..
Djibouti	DJI	2015	YR2015	..	9.683798116	..	9.91941672	927414	1.658026934	..	..	..	96.24570156	177.72	112.4791057	..	..	..	..	8.365	23.35	-512131442.7	..	..
Dominica	DMA	1990	YR1990	323538864.4	5.254898279	..	..	70926	-0.444545215	12113411.06	..	..	60.60057452	2.7	65.23040767	..	130.666114	10.5	..	8.6	23	-44500000	..	..
Dominica	DMA	2005	YR2005	423387808.8	-0.088242377	..	..	70627	0.351758444	13692101.7	..	..	75.5545478	2.7	86.00583254	..	174.603343	9.918175905	..	..	..	-66767578.52	..	..
Dominica	DMA	2015	YR2015	493013934	-2.543734679	..	..	73162	0.526244876	10096815.74	..	..	97.77929714	2.7	102.4624546	..	..	8.668666667	..	..	..	-46792446.84	..	..
Denmark	DNK	1990	YR1990	2.29E+11	1.475244726	2.24E+11	1.240696359	5140939	0.16245632	29755293093	38.11789678	1.10E+11	..	6.188558333	66.11251585	..	72484.035	..	..	11.9	12.3	7486783174	3.488035733	1.68E+11
Denmark	DNK	2005	YR2005	3.19E+11	2.336664491	3.21E+11	2.711252262	5419432	0.275481733	36334863955	41.89391673	1.50E+11	50.47617126	5.99691	90.00982055	..	64816.68547	..	..	10.1	11.9	14563595606	2.559426688	2.28E+11
Denmark	DNK	2015	YR2015	3.41E+11	1.606608994	3.52E+11	1.344967688	5683483	0.70642385	40922640612	53.37592744	1.59E+11	67.90151289	6.727906831	107.1332917	6.168300152	..	..	..	9.2	10.2	21991926765	2.036436861	2.50E+11
Dominican Republic	DOM	1990	YR1990	19275566392	-5.454312395	18466923660	-5.037686059	7183647	1.978192215	3550075482	..	15169194725	29.06517226	8.5253	11.80110682	..	17001.1508	..	..	6.289	29.809	-401500000	..	16749113671
Dominican Republic	DOM	2005	YR2005	40782118016	9.428236947	36214642701	9.38595499	9237566	1.467462122	7456814557	..	29225061733	35.56625193	30.51063789	73.3836883	6.586599827	29247.7907	24.10916667	..	5.987	23.816	-1267900000	5.061802136	33132570859
Dominican Republic	DOM	2015	YR2015	69095397696	7.033371069	65320346290	7.720826449	10528394	1.170822649	9666614566	..	47336645980	35.21290921	45.05169769	122.5989717	..	..	14.87666667	91.99121094	6.081	20.513	-3096900000	3.793063514	54109194873
Algeria	DZA	1990	YR1990	91989749447	0.80000058	88806773414	0.682328462	25912367	2.559039394	..	10.22642798	34046912818	61.77114041	8.957508333	15.51913152	21.26000023	106445.8175	8	..	6.307	32.132	3355174104	5.682615406	45940497103
Algeria	DZA	2005	YR2005	1.42E+11	5.907791268	1.33E+11	4.031601434	33288437	1.383398439	..	14.36848705	42545983797	53.82770505	73.27630833	81.82485502	15.27000046	146241.499	8	..	4.773	20.812	24201000000	10.45512375	62929439350
Algeria	DZA	2015	YR2015	1.90E+11	3.763466958	1.84E+11	3.393868094	39871528	1.919959024	..	9.140787322	70119251675	82.05253325	100.6914333	126.7366464	11.20610046	..	8	..	4.773	23.9	-25463205799	13.68705193	1.03E+11
East Asia & Pacific (excluding high income)	EAP	1990	YR1990	1.52E+12	5.406076809	..	..	1604526529	1.617928588	..	..	..	67.68246895	..	..	2.606169034	6845134.211	..	79.79885	6.890971998	22.80074744	..	12.84359823	..
East Asia & Pacific (excluding high income)	EAP	2005	YR2005	4.95E+12	9.717752275	4.80E+12	9.714836074	1895491197	0.805400225	..	..	..	130.972584	..	..	4.495511931	10493892.49	..	92.49397	6.629853032	15.05853724	..	9.748202193	2.80E+12
East Asia & Pacific (excluding high income)	EAP	2015	YR2015	1.12E+13	6.492873594	1.12E+13	6.088235526	2038410865	0.720105784	..	..	..	182.5481254	..	..	..	..	..	95.2526	7.039152272	14.21937571	..	5.942296007	5.92E+12
Early-demographic dividend	EAR	1990	YR1990	3.88E+12	5.899035822	3.81E+12	6.071048571	2031828081	2.354762852	5.32E+11	..	2.15E+12	38.00204287	..	..	..	7079997.83	..	58.67016	9.730189254	32.22376414	..	..	2.66E+12
Early-demographic dividend	EAR	2005	YR2005	6.79E+12	6.323683423	6.76E+12	6.583835601	2691528375	1.633399431	1.01E+12	..	3.95E+12	46.98071275	..	..	..	9042440.769	..	71.08765	7.521868518	24.69865098	..	10.08037547	4.83E+12
Early-demographic dividend	EAR	2015	YR2015	1.06E+13	4.659343835	1.06E+13	4.668632188	3127578757	1.405285062	1.61E+12	..	6.21E+12	60.97570389	..	..	..	..	..	78.1656	6.744746686	21.21276265	..	10.87165375	7.60E+12
East Asia & Pacific	EAS	1990	YR1990	7.64E+12	5.104187208	..	..	1821481246	1.508713716	..	..	5.14E+12	147.8387532	..	..	2.613702989	9194080.203	..	82.00383	6.821766205	21.56539646	..	5.413610444	5.47E+12
East Asia & Pacific	EAS	2005	YR2005	1.34E+13	5.049944848	1.35E+13	4.756329077	2131363078	0.747118148	..	..	7.51E+12	159.2637463	..	..	4.47677938	13882177.49	..	93.16707	6.689979996	14.40180782	..	5.963274697	9.02E+12
East Asia & Pacific	EAS	2015	YR2015	2.11E+13	4.16457268	2.12E+13	4.025129291	2283108073	0.677444092	..	..	9.10E+12	188.3817991	..	..	..	..	..	95.63301	7.168753454	13.64815298	..	5.61976334	1.31E+13
Europe & Central Asia (excluding high income)	ECA	1990	YR1990	2.43E+12	-1.407043384	2.43E+12	..	385427446	0.670503744	..	..	9.17E+11	..	..	..	..	6225705.132	..	95.58887	10.08298298	17.97826249	..	..	1.31E+12
Europe & Central Asia (excluding high income)	ECA	2005	YR2005	2.58E+12	7.131475314	2.53E+12	6.785927656	393027492	0.102258384	3.83E+11	..	1.32E+12	35.40462461	..	..	..	4289654.675	..	97.49521	12.18973771	13.51851799	..	..	1.75E+12
Europe & Central Asia (excluding high income)	ECA	2015	YR2015	3.65E+12	0.566405766	3.56E+12	0.957613496	410770813	0.612139042	5.13E+11	..	2.07E+12	55.19708531	..	..	7.288457672	..	..	98.85536	10.39535695	15.23273836	..	..	2.63E+12
Europe & Central Asia	ECS	1990	YR1990	1.48E+13	2.322463868	1.48E+13	2.967415711	842848473	0.523059572	..	..	7.90E+12	..	..	..	..	11706235.63	..	96.894	10.23943536	14.89088637	..	5.777795197	1.09E+13
Europe & Central Asia	ECS	2005	YR2005	1.96E+13	2.75862045	1.97E+13	2.879327412	872661616	0.302387011	2.79E+12	..	1.10E+13	..	..	..	..	9393741.358	..	98.27818	10.76267128	11.84731903	..	4.061661575	1.49E+13
Europe & Central Asia	ECS	2015	YR2015	2.25E+13	1.968127006	2.24E+13	1.839060728	907426233	0.476465801	3.22E+12	..	1.25E+13	..	..	..	8.438816249	..	..	99.02565	10.17543981	12.39543134	..	3.415644849	1.69E+13
Ecuador	ECU	1990	YR1990	38020869119	3.679914053	35035764369	3.880211925	10218091	2.383954659	4338268000	12.76322689	22844757173	13.92098223	767.7508333	1.327600955	..	30859.4911	..	88.29875946	6.172	30.077	743000000	..	28464285874
Ecuador	ECU	2005	YR2005	58876285669	5.291308267	56425746210	5.876623786	13735233	1.656026053	6521505000	8.516442185	35995842156	28.74217563	1	80.38784043	3.77850008	47049.334	..	..	5.159	23.07	-371492821.7	10.74324324	42527327158
Ecuador	ECU	2015	YR2015	86418807383	0.098872608	84938595835	-0.064792843	16144368	1.505644485	8731878000	10.27145006	50767837555	41.40084985	1	121.4865545	3.615700006	..	..	94.45565796	5.127	20.477	-2455040237	6.692543543	63927450848
"Egypt, Arab Rep."	EGY	1990	YR1990	89567840761	5.70174926	87237846270	4.345147312	57412215	2.478802672	12189103244	23.37924365	72875049174	85.82252394	1.55	19.14718713	8.430000305	139101.6501	19	..	8.406	33.599	-4195500000	..	84872236862
"Egypt, Arab Rep."	EGY	2005	YR2005	1.62E+11	4.478960164	1.62E+11	4.467791726	76778149	1.835290156	26381983653	28.96718976	1.24E+11	97.13784245	5.778833333	57.75727653	11.19999981	243789.5327	13.14166667	71.40885925	6.36	25.027	-3610500000	8.584527301	1.44E+11
"Egypt, Arab Rep."	EGY	2015	YR2015	2.50E+11	4.372019078	2.46E+11	5.086906691	93778172	2.118294825	38834273693	14.20161255	2.04E+11	77.98587789	7.691258333	156.8030447	13.05220032	..	11.625	..	5.963	27.202	-30369400000	5.152424253	2.35E+11
Euro area	EMU	1990	YR1990	8.98E+12	3.57862937	9.03E+12	3.405405763	311539698	0.470723242	..	..	5.12E+12	..	..	..	..	3607947.083	..	97.37944	10.00399921	11.71663903	..	5.073869271	6.99E+12
Euro area	EMU	2005	YR2005	1.21E+13	1.702872297	1.22E+13	1.678210889	329380413	0.518155826	1.83E+12	..	6.83E+12	..	0.80412	..	..	3512554.317	..	98.54646	9.432021771	10.30304326	1.06E+11	3.585819687	9.28E+12
Euro area	EMU	2015	YR2015	1.31E+13	2.085502446	1.31E+13	1.686600199	339533474	0.315305569	2.03E+12	..	7.15E+12	..	0.901658962	..	10.85927788	..	..	98.91283	10.0629889	9.667253962	4.66E+11	2.963827002	9.91E+12
Eritrea	ERI	1990	YR1990	..	..	..	..	3113311	1.343252186	..	19.91830391	..	..	2.071825068	..	..	3335.2411	..	..	15.811	41.654	..	..	..
Eritrea	ERI	2005	YR2005	2200767545	2.57444953	2182173551	3.212661747	3969007	2.820555339	..	9.848141543	2243835673	129.2424505	15.36791667	..	..	4476.2926	..	..	9.71	36.554	..	..	2792924123
Eritrea	ERI	2015	YR2015	..	..	..	..	..	..	..	7.582704992	..	..	15.375	..	..	..	..	..	7.071	32.826	..	..	..
Spain	ESP	1990	YR1990	8.73E+11	3.781393465	8.67E+11	3.716709711	38867322	0.101828843	..	35.87361103	5.26E+11	..	101.9339167	51.87425526	..	293343.061	16.005	..	8.6	10.3	-17275201785	5.315244405	6.62E+11
Spain	ESP	2005	YR2005	1.36E+12	3.723001788	1.34E+12	3.170444247	43653155	1.689349047	1.91E+11	31.22953786	7.96E+11	..	..	88.96371937	..	437016.741	..	97.75068665	8.8	10.6	-57470409866	3.608744074	1.03E+12
Spain	ESP	2015	YR2015	1.42E+12	3.432253328	1.42E+12	3.552069761	46444832	-0.077588862	1.80E+11	40.23921598	7.82E+11	..	..	106.5119645	22.05730057	..	..	98.14325714	9.1	9	27990133333	2.90954539	1.06E+12
Estonia	EST	1990	YR1990	..	..	..	..	1569174	0.066490191	..	16.8591665	..	..	..	..	0.637000024	55787.31741	..	..	12.4	14.2	..	..	..
Estonia	EST	2005	YR2005	19889757107	9.373711454	19158049238	10.42343461	1354775	-0.572255525	2611224530	22.44739828	10458880467	..	12.58378659	79.1007811	..	20053.5829	..	..	12.8	10.6	-878327153.4	5.693372372	13888635335
Estonia	EST	2015	YR2015	23327372037	1.674286623	22844437089	2.357867057	1315407	0.06555253	3455456252	28.80684932	12321990996	..	..	111.4745666	6.186600208	..	..	..	11.6	10.6	902392648	5.113149847	16783929972
Ethiopia	ETH	1990	YR1990	9964477335	2.726451783	..	..	48086516	3.443347457	561736574.9	3.504284879	..	28.42536629	2.07	19.89631584	..	67300.58055	..	..	18.133	47.524	-674299516.9	30.77163416	..
Ethiopia	ETH	2005	YR2005	17860775923	11.81876594	..	..	76727083	2.778715056	756890418.2	6.259276001	..	43.77702196	8.666441667	44.84564121	2.496900082	200010.181	..	29.8203392	11.077	38.774	-2965204870	12.06454501	..
Ethiopia	ETH	2015	YR2015	48667131306	10.39246302	..	10.24966934	99873033	2.541468619	2342556986	16.08069733	..	..	20.57684875	211.4030148	..	..	..	..	6.997	32.299	-13805171490	4.071931377	..
European Union	EUU	1990	YR1990	1.18E+13	2.973494621	1.19E+13	2.783612291	478005307	0.338631354	..	..	6.71E+12	..	..	..	..	5692720.793	..	97.79302	10.426974	12.37283612	..	5.791098811	9.24E+12
European Union	EUU	2005	YR2005	1.62E+13	2.108886187	1.63E+13	2.243015781	496115006	0.395105422	2.32E+12	..	9.31E+12	..	..	..	..	5183933.055	..	98.78767	9.81944921	10.44519502	..	3.935145996	1.26E+13
European Union	EUU	2015	YR2015	1.80E+13	2.316113007	1.79E+13	1.963717033	509717579	0.299827897	2.60E+12	..	9.98E+12	..	..	..	9.382488214	..	..	99.10534	10.24612604	10.01209819	..	3.249795611	1.37E+13
Fragile and conflict affected situations	FCS	1990	YR1990	2.96E+11	14.86902276	..	..	259301889	3.376818856	..	..	..	..	..	..	..	3152605.863	..	57.11448	13.15859242	40.71207417	..	..	..
Fragile and conflict affected situations	FCS	2005	YR2005	4.86E+11	6.734900777	..	..	383230416	2.555531862	27562273299	..	..	44.27337279	..	..	..	3123141.027	..	64.79391	10.83804028	37.29675917	..	9.093850937	..
Fragile and conflict affected situations	FCS	2015	YR2015	7.40E+11	2.188887527	..	..	487923553	2.374162751	49414395486	..	4.68E+11	58.49751817	..	..	..	..	..	61.68165	8.643619454	33.85950313	..	12.73465022	5.79E+11
Finland	FIN	1990	YR1990	1.67E+11	0.675783494	1.63E+11	0.236182534	4986431	0.443382074	20034568750	33.41152518	88053035551	..	3.823505	71.55233866	..	75555.06141	11.61583333	..	10	13.1	-2275912528	3.215111256	1.34E+11
Finland	FIN	2005	YR2005	2.38E+11	2.779955031	2.39E+11	2.474105628	5246096	0.342248594	42849104434	46.82589788	1.20E+11	..	..	91.21340552	..	76199.7899	..	..	9.1	11	9701747803	2.977544172	1.75E+11
Finland	FIN	2015	YR2015	2.47E+11	0.135082255	2.49E+11	0.013614105	5479531	0.329383886	36909060747	44.53184078	1.39E+11	..	..	108.7895292	..	..	..	..	9.6	10.1	-1114706201	2.567474744	1.99E+11
Fiji	FJI	1990	YR1990	2132221729	5.800002719	..	..	728628	0.551041407	212500696.7	7.014750132	..	49.46030303	1.480908333	49.8888663	6.400000095	2328.8648	..	..	6.29	28.891	-66513232.31	..	..
Fiji	FJI	2005	YR2005	3031738288	0.700000383	..	..	821817	0.422273671	337545825.9	7.975074217	..	58.39131004	1.690966667	80.75248357	3.885999918	1836.0699	6.779961	..	6.382	23.208	-284325386.1	5.252161383	..
Fiji	FJI	2015	YR2015	3756891967	3.844407023	..	..	892149	0.713519398	426973037.6	7.13374767	..	78.67029419	2.097623233	116.356705	..	..	5.789299856	..	6.992	19.744	-215398705.6	3.065001722	..
France	FRA	1990	YR1990	1.90E+12	2.914009698	1.92E+12	2.902535778	58512808	0.565757638	2.02E+11	52.54644827	1.02E+12	..	5.445275	71.18812578	..	554685.28	10.57083333	..	9.3	13.4	2151443711	6.731170144	1.47E+12
France	FRA	2005	YR2005	2.54E+12	1.607713814	2.59E+12	1.898553879	63179351	0.753800832	2.79E+11	46.12338211	1.36E+12	..	..	92.75633919	8.493499756	557130.1263	..	..	8.5	12.8	-288374052.6	4.540608268	1.95E+12
France	FRA	2015	YR2015	2.77E+12	1.067461647	2.82E+12	1.161931709	66593366	0.41723803	2.91E+11	49.37520809	1.51E+12	..	..	105.5790178	10.3593998	..	..	..	8.9	12	-17971380817	4.011447037	2.18E+12
Faroe Islands	FRO	1990	YR1990	..	..	..	..	47594	0.26930376	..	..	..	..	6.188558333	..	..	..	..	..	7.5	19.9	..	..	..
Faroe Islands	FRO	2005	YR2005	..	..	..	..	48285	0.294520477	..	..	..	..	5.99691	..	3.460000038	..	..	..	8.6	14.7	-172903385.7	..	..
Faroe Islands	FRO	2015	YR2015	..	..	..	..	48965	0.251515873	..	..	..	..	6.727906831	..	..	..	..	..	7.7	12.4	..	..	..
"Micronesia, Fed. Sts."	FSM	1990	YR1990	227474723.3	3.740926857	..	..	96331	2.352777861	..	..	..	..	1	..	..	47.63686	..	..	6.533	34.004	..	..	..
"Micronesia, Fed. Sts."	FSM	2005	YR2005	299996309.6	2.056752063	..	..	106196	-0.358128529	1701814.976	..	..	39.64910569	1	77.83346522	..	..	16.375	..	6.342	26.139	..	..	..
"Micronesia, Fed. Sts."	FSM	2015	YR2015	296471675.7	4.931500557	..	..	104433	0.401059795	1174009.94	..	..	56.56233571	1	112.5450629	..	..	15.7	..	6.223	23.64	..	..	..
Gabon	GAB	1990	YR1990	10585966861	5.192237277	10116365036	0.086647358	952212	2.724198366	167899966.9	8.026549104	2999649222	16.3385166	272.264788	65.02618683	..	12276.85768	14	..	11.049	37.123	918664517.3	..	3841587201
Gabon	GAB	2005	YR2005	13441236308	2.676211565	12495349302	7.889681119	1403126	2.813076326	591191825.1	5.385013366	3430662702	16.2763629	527.4681428	88.7470584	16.90999985	14185.9193	17.66666667	..	10.678	32.265	3209590992	6.012631351	4781064167
